product_name,link,product_images,price,details,category,gender
FABRIC MULE TRAINERS,https://www.zara.com/in/en/fabric-mule-trainers-p15407210.html,https://static.zara.net/photos///2023/I/1/1/p/5407/210/002/2/w/448/5407210002_1_1_1.jpg?ts=1684919834240,40.46,"Fabric mule trainers. Rubberised toecap. Lace-up fastening.Sole height: 2.5 cm. / 0.9″STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",SHOES,women
FAUX PATENT WEDGE SANDALS,https://www.zara.com/in/en/faux-patent-wedge-sandals-p11384210.html,https://static.zara.net/photos///2023/I/1/1/p/1384/210/800/2/w/448/1384210800_1_1_1.jpg?ts=1690968918973,69.86,"Faux patent sandals. High wedge heel. Strap on the front. Square toe. Buckled ankle strap fastening.Heel height of 11 cm. / 4.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
BLOCK HEEL SANDALS WITH RHINESTONES,https://www.zara.com/in/en/block-heel-sandals-with-rhinestones-p11306210.html,https://static.zara.net/photos///2023/I/1/1/p/1306/210/808/2/w/448/1306210808_1_1_1.jpg?ts=1689157163266,83.86,"Fabric sandals with rhinestones. Square block heel. Buckled ankle strap fastening. Heel height of 9.5 cm. / 3.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HEELED VINYL SANDALS WITH RHINESTONES,https://www.zara.com/in/en/heeled-vinyl-sandals-with-rhinestones-p11815210.html,https://static.zara.net/photos///2023/I/1/1/p/1815/210/102/2/w/448/1815210102_1_1_1.jpg?ts=1689157160905,69.86,"Vinyl high-heel sandals with rhinestones. Strap around the back. Square toe. Heel height: 8 cm. / 3.1″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
LEATHER STRAPPY SANDALS WITH BUCKLES,https://www.zara.com/in/en/leather-strappy-sandals-with-buckles-p12321210.html,https://static.zara.net/photos///2023/I/1/1/p/2321/210/032/2/w/448/2321210032_1_1_1.jpg?ts=1691591567963,83.86,"Leather heeled sandals. Straps across the front with buckles and a toe divider. Buckled ankle strap fastening. Square toe.Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HIGH-HEEL SLINGBACK SHOES WITH BOW,https://www.zara.com/in/en/high-heel-slingback-shoes-with-bow-p11221210.html,https://static.zara.net/photos///2023/I/1/1/p/1221/210/800/2/w/448/1221210800_1_1_1.jpg?ts=1691591567789,55.86,"High-heel slingback shoes. Embellished bow on the front. Pointed toe.Heel height: 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FLAT PADDED SLIDER SANDALS,https://www.zara.com/in/en/flat-padded-slider-sandals-p13692210.html,https://static.zara.net/photos///2023/I/1/1/p/3696/210/002/2/w/448/3696210002_6_1_1.jpg?ts=1689589111679,46.06,Quilted flat slider sandals with toe divider. Track sole. Sole height: 2 cm. / 0.7″,SHOES,women
FABRIC HEELED SLINGBACK SHOES,https://www.zara.com/in/en/fabric-heeled-slingback-shoes-p12275110.html,https://static.zara.net/photos///2023/I/1/1/p/2275/110/800/2/w/448/2275110800_1_1_1.jpg?ts=1691139836694,46.06,"Fabric high-heel slingback shoes. Pointed toe. Back strap with elastic piece.Heel height of 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
LEATHER HEELED SHOES WITH INSTEP STRAP,https://www.zara.com/in/en/leather-heeled-shoes-with-instep-strap-p12228210.html,https://static.zara.net/photos///2023/I/1/1/p/2228/210/800/2/w/448/2228210800_1_1_1.jpg?ts=1691591567741,83.86,"Leather heeled shoes. Buckle detail on the front and strap on the instep. Buckled ankle strap fastening.Heel height of 6 cm. / 2.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HEELED VINYL SANDALS WITH BOW,https://www.zara.com/in/en/heeled-vinyl-sandals-with-bow-p12315110.html,https://static.zara.net/photos///2023/I/1/1/p/2315/110/111/22/w/448/2315110111_1_1_1.jpg?ts=1688736524500,69.86,"Vinyl high-heel sandals. Embellished bow on the front. Square toe. Strap at the back. Heel height of 9 cm. / 3.5″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
EMBELLISHED VINYL HIGH-HEEL SHOES,https://www.zara.com/in/en/embellished-vinyl-high-heel-shoes-p12221010.html,https://static.zara.net/photos///2023/V/1/1/p/2221/010/102/2/w/448/2221010102_6_1_1.jpg?ts=1675774802479,83.86,High-heel slingback shoes. Vinyl upper. Embellished rhinestone details on the front. Pointed toe. Heel height of 6 cm. / 2.3″,SHOES,women
MID-CALF DENIM ANKLE BOOTS,https://www.zara.com/in/en/mid-calf-denim-ankle-boots-p11107210.html,https://static.zara.net/photos///2023/I/1/1/p/1108/210/800/2/w/448/1108210800_1_1_1.jpg?ts=1691139835449,78.26,Denim fabric ankle boots. Pointed toe.Heel height of 10 cm. / 3.9″,SHOES,women
VINYL WEDGE SANDALS,https://www.zara.com/in/en/vinyl-wedge-sandals-p11379210.html,https://static.zara.net/photos///2023/I/1/1/p/1379/210/001/2/w/448/1379210001_1_1_1.jpg?ts=1689157161231,46.06,Sandals with a wide vinyl strap on the front. Geometric wedge heel. Round toe. Heel height: 6 cm. / 2.3″,SHOES,women
HIGH-HEEL STRAPPY SANDALS,https://www.zara.com/in/en/high-heel-strappy-sandals-p12303210.html,https://static.zara.net/photos///2023/I/1/1/p/2303/210/002/2/w/448/2303210002_1_1_1.jpg?ts=1688553117149,46.06,"High-heel sandals. Criss-cross straps on the upper. Buckled ankle strap fastening.Heel height of 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
MINI LEATHER WEDGE SANDALS,https://www.zara.com/in/en/mini-leather-wedge-sandals-p11317210.html,https://static.zara.net/photos///2023/I/1/1/p/1317/210/105/2/w/448/1317210105_1_1_1.jpg?ts=1690466480552,83.86,"Leather sandals. Criss-cross straps on the front with a buckle detail and side studs.Sole height: 4.5 cm. / 1.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
VINYL SLINGBACK SHOES WITH FLOWER,https://www.zara.com/in/en/vinyl-slingback-shoes-with-flower-p12206210.html,https://static.zara.net/photos///2023/I/1/1/p/2206/210/098/22/w/448/2206210098_1_1_1.jpg?ts=1688736450807,69.86,Vinyl high-heel court shoes. Satin flower detail on the front. Back strap. Pointed toe. Heel height of 9.5 cm. / 3.7″,SHOES,women
CHUNKY-SOLE RUNNING TRAINERS,https://www.zara.com/in/en/chunky-sole-running-trainers-p15016210.html,https://static.zara.net/photos///2023/I/1/1/p/5016/210/002/2/w/448/5016210002_1_1_1.jpg?ts=1689331590986,69.86,Running trainers. Chunky sole with raised details. Front and back pull tabs. Lace-up fastening. Sole height: 5 cm. / 1.9″,SHOES,women
VINYL HEELED SANDALS,https://www.zara.com/in/en/vinyl-heeled-sandals-p12314110.html,https://static.zara.net/photos///2023/I/1/1/p/2314/110/111/2/w/448/2314110111_1_1_1.jpg?ts=1683735375848,46.06,"Vinyl high-heel sandals. Square toe. Strap around the back. Heel height of 9 cm. / 3.5″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
SPLIT SUEDE BLOCK-HEEL SANDALS,https://www.zara.com/in/en/split-suede-block-heel-sandals-p13372210.html,https://static.zara.net/photos///2023/I/1/1/p/3372/210/709/2/w/448/3372210709_1_1_1.jpg?ts=1689331590695,46.06,Block heel split suede sandals. Wide strap on the front. Square toe. Heel height: 7 cm. / 2.7″,SHOES,women
EMBELLISHED ESPADRILLES,https://www.zara.com/in/en/embellished-espadrilles-p12510110.html,https://static.zara.net/photos///2023/V/1/1/p/2510/110/107/2/w/448/2510110107_1_1_1.jpg?ts=1678890579576,46.06,Fabric espadrilles. Embellished metal detail on the front. Round toe. Back pull tab.Sole height: 3 cm. / 1.1″,SHOES,women
VINYL MULES WITH RHINESTONES,https://www.zara.com/in/en/vinyl-mules-with-rhinestones-p13821010.html,https://static.zara.net/photos///2023/V/1/1/p/3821/010/087/2/w/448/3821010087_15_1_1.jpg?ts=1676454496460,55.86,"Vinyl high-heel mules. Thin criss-cross rhinestone straps on the instep. Heel height of 9.7 cm. / 3.8″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HEELED COWBOY ANKLE BOOTS WITH PIECES,https://www.zara.com/in/en/heeled-cowboy-ankle-boots-with-pieces-p12114210.html,https://static.zara.net/photos///2023/I/1/1/p/2114/210/800/2/w/448/2114210800_6_1_1.jpg?ts=1691150903120,111.86,"Leather heeled cowboy-style ankle boots. Pointed toe. Side zip fastening. Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
STUDDED SANDALS,https://www.zara.com/in/en/studded-sandals-p11634210.html,https://static.zara.net/photos///2023/I/1/1/p/1634/210/017/2/w/448/1634210017_1_1_1.jpg?ts=1688553116636,55.86,Toe thong sandals with toe divider and metallic studs. Buckled strap fastening.Sole height: 2 cm. / 0.7″,SHOES,women
WEDGE SANDALS WITH TUBULAR STRAPS,https://www.zara.com/in/en/wedge-sandals-with-tubular-straps-p12283110.html,https://static.zara.net/photos///2023/I/1/1/p/2283/110/001/2/w/448/2283110001_6_1_1.jpg?ts=1687788387460,55.86,"Sandals with tubular straps. Wedge-shaped heel. Buckled ankle strap fastening.Heel height: 10 cm. / 3.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
VINYL SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/vinyl-slider-sandals-with-studs-p13648110.html,https://static.zara.net/photos///2023/I/1/1/p/3648/110/087/2/w/448/3648110087_1_1_1.jpg?ts=1688732312046,40.46,Vinyl flat slider sandals with studs and a round toe.Sole height: 1 cm. / 0.3″,SHOES,women
EMBELLISHED FLAT LEATHER SANDALS,https://www.zara.com/in/en/embellished-flat-leather-sandals-p11613210.html,https://static.zara.net/photos///2023/V/1/1/p/1613/210/700/2/w/448/1613210700_1_1_1.jpg?ts=1682421525214,83.86,Flat leather sandals with embellished straps and studs. Buckled ankle strap fastening.Sole height: 1 cm. / 0.3″,SHOES,women
LINEN FLAT SLIDER SANDALS,https://www.zara.com/in/en/linen-flat-slider-sandals-p11631210.html,https://static.zara.net/photos///2023/I/1/1/p/1631/210/111/2/w/448/1631210111_1_1_1.jpg?ts=1688732311300,55.86,Flat slider sandals in linen. Frayed bow on the front.Sole height: 1 cm. / 0.3″,SHOES,women
SANDALS WITH BUCKLED STRAPS,https://www.zara.com/in/en/sandals-with-buckled-straps-p12318210.html,https://static.zara.net/photos///2023/I/1/1/p/2317/210/400/2/w/448/2317210400_1_1_1.jpg?ts=1691679675289,46.06,"Heeled sandals. Straps across the front with buckles. Buckled ankle strap fastening. Round toe.Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
WEDGE HIGH-HEEL SHOES,https://www.zara.com/in/en/wedge-high-heel-shoes-p11210210.html,https://static.zara.net/photos///2023/I/1/1/p/1210/210/800/2/w/448/1210210800_1_1_1.jpg?ts=1692355289333,69.86,"High-heel wedge shoes in leather. Buckled ankle strap fastening. Pointed toe.Heel height: 6.7 cm. / 2.6″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FAUX PATENT WEDGE SANDALS WITH STRAPS,https://www.zara.com/in/en/faux-patent-wedge-sandals-with-straps-p13315210.html,https://static.zara.net/photos///2023/I/1/1/p/3315/210/020/2/w/448/3315210020_1_1_1.jpg?ts=1692354604855,55.86,"Wedge sandals with a faux patent finish. Thin straps on the front. Buckled ankle strap fastening.  Heel height of 10 cm. / 3.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FLAT SLIDER SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestones-p12646210.html,https://static.zara.net/photos///2023/I/1/1/p/2646/210/079/2/w/448/2646210079_6_1_1.jpg?ts=1689063926507,46.06,"Flat satiny slider sandals with crossed thin straps and toe divider. Rhinestone details. Buckled ankle strap fastening. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
VINYL SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/vinyl-slider-sandals-with-studs-p13644110.html,https://static.zara.net/photos///2023/I/1/1/p/3644/110/087/24/w/448/3644110087_1_1_1.jpg?ts=1687362291842,40.46,Vinyl flat slider sandals with studs. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
FLAT STUDDED SLIDER SANDALS,https://www.zara.com/in/en/flat-studded-slider-sandals-p13645110.html,https://static.zara.net/photos///2023/I/1/1/p/3645/110/709/13/w/448/3645110709_1_1_1.jpg?ts=1687362296981,40.46,Flat slider sandals with metal studs. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
FLAT SLIDER SANDALS WITH RHINESTONE DETAILS,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestone-details-p13639010.html,https://static.zara.net/photos///2023/I/1/1/p/3639/010/800/2/w/448/3639010800_1_1_1.jpg?ts=1688553117257,40.46,"Flat slider sandals with rhinestones. Wide front strap and thin straps on the sides. Square toe. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FLAT SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-sandals-with-rhinestones-p13808110.html,https://static.zara.net/photos///2023/V/1/1/p/3808/110/303/2/w/448/3808110303_1_1_1.jpg?ts=1685095196345,46.06,Flat slider sandals with knot and rhinestone details. Round toe. Sole height: 1 cm. / 0.3″,SHOES,women
FLAT SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-sandals-with-rhinestones-p13602010.html,https://static.zara.net/photos///2023/I/1/1/p/3602/010/808/2/w/448/3602010808_15_1_1.jpg?ts=1688399341384,41.86,"Flat sandals with rhinestones. Straps and knot detail on the front. AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.Sole height: 1.5 cm. / 0.5″View more",SHOES,women
KITTEN HEEL SLINGBACK SHOES,https://www.zara.com/in/en/kitten-heel-slingback-shoes-p12264110.html,https://static.zara.net/photos///2023/I/1/1/p/2264/110/202/2/w/448/2264110202_1_1_1.jpg?ts=1688732313303,55.86,"Heeled slingback shoes. Contrast-coloured front. Wide back strap. Pointed toe.Heel height of 5 cm. / 1.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
METALLIC MID-HEEL MULES WITH RHINESTONES,https://www.zara.com/in/en/metallic-mid-heel-mules-with-rhinestones-p12310210.html,https://static.zara.net/photos///2023/I/1/1/p/2310/210/808/2/w/448/2310210808_1_1_1.jpg?ts=1686314668786,55.86,"Metallic-effect mules. Rhinestones on the upper. Square toe. Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
METALLIC HEELED SANDALS,https://www.zara.com/in/en/metallic-heeled-sandals-p12307210.html,https://static.zara.net/photos///2023/I/1/1/p/2307/210/808/12/w/448/2307210808_1_1_1.jpg?ts=1686647131589,46.06,"High-heel sandals with a metallic-effect. Thin strap on the front. Square toe. Buckled ankle strap fastening. Heel height: 7.7 cm. / 3.0″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
METALLIC HEEL MULES,https://www.zara.com/in/en/metallic-heel-mules-p11392210.html,https://static.zara.net/photos///2023/I/1/1/p/1392/210/092/2/w/448/1392210092_1_1_1.jpg?ts=1692187516674,55.86,"Mules with a metallic finish. Stiletto heels. Round toe.Heel height of 11 cm. / 4.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HIGH-HEEL MULES WITH ANKLE STRAP,https://www.zara.com/in/en/high-heel-mules-with-ankle-strap-p12208210.html,https://static.zara.net/photos///2023/I/1/1/p/2208/210/808/2/w/448/2208210808_1_1_1.jpg?ts=1692187516848,55.86,Metallic-effect high-heel shoes. Ankle strap and strap at the back. Pointed toe. Buckled ankle strap fastening.Heel height of 6 cm. / 2.3″,SHOES,women
DENIM FLAT SLIDER SANDALS WITH RHINESTONES,https://www.zara.com/in/en/denim-flat-slider-sandals-with-rhinestones-p13842210.html,https://static.zara.net/photos///2023/I/1/1/p/3842/210/400/2/w/448/3842210400_6_1_1.jpg?ts=1690964155861,46.06,"Flat slider sandals in denim fabric. Wide strap with rhinestones. Round toe. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
DENIM AND JUTE FLAT SLIDER SANDALS,https://www.zara.com/in/en/denim-and-jute-flat-slider-sandals-p12652210.html,https://static.zara.net/photos///2023/I/1/1/p/2652/210/043/2/w/448/2652210043_1_1_1.jpg?ts=1689331590594,46.06,Flat slider sandals with jute insoles. Wide denim strap with embellished metal detail. Round toe. Sole height: 2.5 cm. / 0.9″,SHOES,women
FLAT SANDALS WITH BOW,https://www.zara.com/in/en/flat-sandals-with-bow-p13625210.html,https://static.zara.net/photos///2023/I/1/1/p/3625/210/001/2/w/448/3625210001_1_1_1.jpg?ts=1689157162393,40.46,Flat slider sandals embellished with a bow on the front. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
CROCHET FLAT SLIDER SANDALS,https://www.zara.com/in/en/crochet-flat-slider-sandals-p13636210.html,https://static.zara.net/photos///2023/I/1/1/p/3636/210/002/2/w/448/3636210002_6_1_1.jpg?ts=1689004154778,40.46,Flat slider sandals with a crochet strap. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
BALLET FLATS WITH BUCKLES,https://www.zara.com/in/en/ballet-flats-with-buckles-p11502210.html,https://static.zara.net/photos///2023/I/1/1/p/1502/210/800/2/w/448/1502210800_1_1_1.jpg?ts=1691591567982,40.46,"Ballet flats. Buckled straps across the instep. Round toe.Sole height: 1 cm. / 0.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FLAT CRISS-CROSS RUBBERISED SLIDER SANDALS,https://www.zara.com/in/en/flat-criss-cross-rubberised-slider-sandals-p12637910.html,https://static.zara.net/photos///2023/I/1/1/p/2637/910/131/2/w/448/2637910131_1_1_1.jpg?ts=1686037447707,27.86,Flat rubberised slider sandals with criss-cross straps on the front.Sole height: 1 cm. / 0.3″,SHOES,women
FLAT SLIDER SANDALS WITH RHINESTONE STRAPS,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestone-straps-p12611210.html,https://static.zara.net/photos///2023/I/1/1/p/2612/210/800/2/w/448/2612210800_1_1_1.jpg?ts=1685615023145,46.06,Flat slider sandals. Criss-cross straps on the front with rhinestones. Round toe. Sole height: 1 cm. / 0.3″,SHOES,women
KITTEN HEEL SHOES,https://www.zara.com/in/en/kitten-heel-shoes-p12226210.html,https://static.zara.net/photos///2023/I/1/1/p/2227/210/001/2/w/448/2227210001_1_1_1.jpg?ts=1691591567448,55.86,Heeled slingback shoes with back strap. Pointed toe. Buckled ankle strap fastening. Heel height of 2 cm. / 0.7″,SHOES,women
FLAT LEATHER SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/flat-leather-slider-sandals-with-studs-p12632110.html,https://static.zara.net/photos///2023/I/1/1/p/2632/110/800/2/w/448/2632110800_1_1_1.jpg?ts=1688127590032,55.86,Flat leather toe thong sandals with studs. Wide strap across the instep and front straps with toe divider. Strap around the back with buckle fastening. Round toe. Sole height: 1.5 cm. / 0.5″View more,SHOES,women
CRISS-CROSS FLAT FABRIC SLIDER SANDALS,https://www.zara.com/in/en/criss-cross-flat-fabric-slider-sandals-p13664110.html,https://static.zara.net/photos///2023/V/1/1/p/3664/110/050/2/w/448/3664110050_6_1_1.jpg?ts=1677574954889,46.06,Flat fabric sandals. Criss-cross straps on the front. Round toe. Chunky sole. Sole height: 3.5 cm. / 1.3″,SHOES,women
FLAT SLIDER SANDALS WITH PLEATED STRAPS,https://www.zara.com/in/en/flat-slider-sandals-with-pleated-straps-p13682110.html,https://static.zara.net/photos///2023/I/1/1/p/3682/110/800/2/w/448/3682110800_1_1_1.jpg?ts=1685434793063,55.86,Flat slider sandals featuring fabric straps with a pleated effect. Round toe. Sole height: 2 cm. / 0.7″,SHOES,women
HEELED MULES WITH BOW,https://www.zara.com/in/en/heeled-mules-with-bow-p13331110.html,https://static.zara.net/photos///2023/I/1/1/p/3331/110/800/17/w/448/3331110800_1_1_1.jpg?ts=1687515603289,46.06,"Heeled fabric mules. Bow detail on the front. Square toe. Heel height of 8 cm. / 3.1″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HIGH-HEEL STRAPPY SANDALS,https://www.zara.com/in/en/high-heel-strappy-sandals-p13322110.html,https://static.zara.net/photos///2023/I/1/1/p/3322/110/800/17/w/448/3322110800_1_1_1.jpg?ts=1687515613761,40.46,"Heeled toe thong sandals. Thin straps. Square toe.Heel height of 4.5 cm. / 1.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
HIGH-HEEL MULES,https://www.zara.com/in/en/high-heel-mules-p13201210.html,https://static.zara.net/photos///2023/I/1/1/p/3201/210/800/2/w/448/3201210800_1_1_1.jpg?ts=1691580503892,40.46,"High-heel mules. Pointed toe.Heel height: 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",SHOES,women
FLAT FABRIC SLIDER SANDALS,https://www.zara.com/in/en/flat-fabric-slider-sandals-p12605110.html,https://static.zara.net/photos///2023/I/1/1/p/2605/110/202/2/w/448/2605110202_1_1_1.jpg?ts=1683272307510,46.06,Flat fabric slider sandals. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
FRINGED FLAT SANDALS,https://www.zara.com/in/en/fringed-flat-sandals-p13810110.html,https://static.zara.net/photos///2023/V/1/1/p/3810/110/716/12/w/448/3810110716_1_1_1.jpg?ts=1684226666133,40.46,Flat slider sandals with fringing detail. Square toe. Sole height: 1 cm. / 0.3″,SHOES,women
TRAINERS,https://www.zara.com/in/en/trainers-p15414110.html,https://static.zara.net/photos///2023/I/1/1/p/5414/110/800/2/w/448/5414110800_6_1_1.jpg?ts=1685952959032,36.26,"Lace-up trainers. Chunky track soles.Sole height: 4 cm. / 1.5″STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",SHOES,women
FLOWING TRENCH COAT,https://www.zara.com/in/en/flowing-trench-coat-p08073043.html,https://static.zara.net/photos///2023/I/0/1/p/8073/043/706/2/w/448/8073043706_1_1_1.jpg?ts=1690970189045,55.86,Collared trench coat with long sleeves. Front welt pockets. Back vent. Fastens at the front with buttons.,WORKWEARNEW,women
STRIPED KNIT SWEATER,https://www.zara.com/in/en/striped-knit-sweater-p03433011.html,https://static.zara.net/photos///2023/I/0/1/p/3433/011/066/17/w/448/3433011066_1_1_1.jpg?ts=1692352267261,32.06,Round neck sweater with long sleeves.,WORKWEARNEW,women
PADDED JACKET WITH POCKETS,https://www.zara.com/in/en/padded-jacket-with-pockets-p04088242.html,https://static.zara.net/photos///2023/I/0/1/p/4088/242/800/2/w/448/4088242800_1_1_1.jpg?ts=1691658771413,106.26,"Padded jacket with a high neck and long sleeves, Front patch pockets. Adjustable hem with matching drawstrings. Front zip fastening.",WORKWEARNEW,women
SUIT-EFFECT JUMPSUIT,https://www.zara.com/in/en/suit-effect-jumpsuit-p08462550.html,https://static.zara.net/photos///2023/I/0/1/p/8462/550/704/2/w/448/8462550704_1_1_1.jpg?ts=1692793176857,69.86,"Jumpsuit with a straight neckline and thin straps. Side pockets and fake rear welt pockets. Front fastening with buttons and zip, inside button and metal hook.",WORKWEARNEW,women
KITTEN HEEL SLINGBACK SHOES WITH CHAIN,https://www.zara.com/in/en/kitten-heel-slingback-shoes-with-chain-p12209210.html,https://static.zara.net/photos///2023/I/1/1/p/2209/210/098/2/w/448/2209210098_1_1_1.jpg?ts=1690984397423,55.86,"Kitten heel slingback shoes. Patent-finish. Chain detail on the front. Back strap with elastic piece.Heel height of 5 cm. / 1.9″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",WORKWEARNEW,women
DOUBLE-BREASTED OVERSIZED BLAZER,https://www.zara.com/in/en/double-breasted-oversized-blazer-p02753132.html,https://static.zara.net/photos///2023/I/0/1/p/2753/332/803/2/w/448/2753332803_1_1_1.jpg?ts=1692203340480,64.26,"Loose-fitting blazer featuring a lapel collar, long sleeves with pronounced shoulders, front flap pockets and front double-breasted button fastening.",WORKWEARNEW,women
STRAIGHT BLAZER,https://www.zara.com/in/en/straight-blazer-p02753635.html,https://static.zara.net/photos///2023/I/0/1/p/2753/635/800/4/w/448/2753635800_1_1_1.jpg?ts=1692201821710,83.86,Blazer featuring a lapel collar with long sleeves and padded shoulders. Front flap pockets. Single button fastening on the front.,WORKWEARNEW,women
LONG BOMBER JACKET,https://www.zara.com/in/en/long-bomber-jacket-p09929228.html,https://static.zara.net/photos///2023/I/0/1/p/9929/228/711/2/w/448/9929228711_1_1_1.jpg?ts=1692352756695,78.26,Long bomber jacket with a lapel collar. Long sleeves with elasticated cuffs. Front welt pockets. Matching lining. Elasticated hem. Button-up front hidden by a placket.,WORKWEARNEW,women
REGULAR FIT STRIPED SHIRT,https://www.zara.com/in/en/regular-fit-striped-shirt-p02298163.html,https://static.zara.net/photos///2023/I/0/1/p/2298/163/064/2/w/448/2298163064_1_1_1.jpg?ts=1692792858343,41.86,Shirt featuring a Johnny collar and long cuffed sleeves with pleats. Slit hem on the sides. Button-up front.,WORKWEARNEW,women
TEXTURED DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/textured-double-breasted-blazer-p02753422.html,https://static.zara.net/photos///2023/I/0/1/p/2753/422/401/2/w/448/2753422401_1_1_1.jpg?ts=1692202713000,83.86,Fitted blazer featuring a lapel collar and long sleeves with shoulder pads. Featuring front welt pockets and double-breasted front button fastening.,WORKWEARNEW,women
RHINESTONE POPLIN SHIRT,https://www.zara.com/in/en/rhinestone-poplin-shirt-p08741234.html,https://static.zara.net/photos///2023/I/0/1/p/8741/234/250/2/w/448/8741234250_1_1_1.jpg?ts=1693318193892,46.06,Shirt made of cotton. Lapel collar and long cuffed sleeves. Chest patch pocket. Rhinestone appliqués. Side slits at the hem. Button-up front hidden by a snap-button placket.,WORKWEARNEW,women
BLOUSE WITH FULL SLEEVES,https://www.zara.com/in/en/blouse-with-full-sleeves-p09878177.html,https://static.zara.net/photos///2023/I/0/1/p/9878/177/800/12/w/448/9878177800_1_1_1.jpg?ts=1690366870143,41.86,Blouse featuring a round neck with drawstring. V-neck and balloon long sleeves with elastic trim.This garment is not lined.,WORKWEARNEW,women
OVERSIZE QUILTED BOMBER JACKET,https://www.zara.com/in/en/oversize-quilted-bomber-jacket-p04770456.html,https://static.zara.net/photos///2023/I/0/1/p/4770/456/670/2/w/448/4770456670_1_1_1.jpg?ts=1690532851594,46.06,Loose-fitting bomber jacket with a high neck and long sleeves with elastic cuffs. Front patch pockets. Elasticated hem. Front zip fastening hidden by a placket.,WORKWEARNEW,women
CONTRAST CHUNKY KNIT T-SHIRT,https://www.zara.com/in/en/contrast-chunky-knit-t-shirt-p04770452.html,https://static.zara.net/photos///2023/I/0/1/p/4770/452/250/2/w/448/4770452250_1_1_1.jpg?ts=1692196392954,27.86,ROUND NECK - NORMAL LENGTH - SHORT SLEEVEST-shirt with a round neck and short sleeves. Contrast fabric appliqué detail on the front.,WORKWEARNEW,women
